program	episode	topic	topic2	type	group	irish	meaning	practice_ideas	s_p	m_f	literal_meaning	phonetic	sound	info
NYT	13	Family2				dhá bhliain	2 YEARS							
NYT	13	Family2				trí bliana	3 YEARS							
NYT	13	Family2				ceithre bliana	4 YEARS							
NYT	13	Family2				cúig bliana	5 YEARS							
NYT	13	Family2				sé bliana	6 YEARS							
NYT	13	Family2				seacht mbliana	7 YEARS							
NYT	13	Family2				ocht mbliana	8 YEARS							
NYT	13	Family2				naoi mbliana	9 YEARS							
NYT	13	Family2				deich mbliana	10 YEARS							
NYT	13	Family2				aon bhliain déag	11 YEARS							
NYT	13	Family2				dhá bhliain déag	12 YEARS							
NYT	13	Family2				trí bliana déag	13 YEARS							
NYT	13	Family2				ceithre bliana déag	14 YEARS							
NYT	13	Family2				cúig bliana déag	15 YEARS							
NYT	13	Family2				sé bliana déag	16 YEARS							
NYT	13	Family2				seacht mbliana déag	17 YEARS							
NYT	13	Family2				ocht mbliana déag	18 YEARS							
NYT	13	Family2				naoi mbliana déag	19 YEARS							
NYT	13	Family2				fiche bliain	20 YEARS							
NYT	13	Family2				aon bliain is fiche	21 YEARS							
NYT	13	Family2				dhá bhliain is fiche	22 YEARS							
NYT	13	Family2				trí bliana is fiche	23 YEARS							
NYT	13	Family2				ceithre bliana is fiche	24 YEARS							
NYT	13	Family2				cúig bliana is fiche	25 YEARS							
NYT	13	Family2				sé bliana is fiche	26 YEARS							
NYT	13	Family2				seacht mbliana is fiche	27 YEARS							
NYT	13	Family2				ocht mbliana is fiche	28 YEARS							
NYT	13	Family2				naoi mbliana is fiche	29 YEARS							
NYT	13	Family2				tríocha bliain	30 YEARS							
NYT	13	Family2				daichead bliain	40 YEARS							
NYT	13	Family2				caoga bliain	50 YEARS							
NYT	13	Family2				seasca bliain	60 YEARS							
NYT	13	Family2				seachtó bliain	70 YEARS							
NYT	13	Family2				ochtó bliain	80 YEARS							
NYT	13	Family2				nócha bliain	90 YEARS							
NYT	13	Family2				céad bliain	100 YEARS							
NYT	13	Family2				Cá bhfuil sé ina chónaí anois?	Where does he live now?							
NYT	13	Family2				Cá bhfuil sí ina cónaí anois?	Where does she live now?							
NYT	13	Family2				Cá bhfuil siad ina gcónaí anois?	Where do they live now?							
NYT	13	Family2				CÓNAÍ	LIVE							
NYT	13	Family2				Tá mé i mo chónaí	I live							
NYT	13	Family2				Tá tú i do chónaí	You live							
NYT	13	Family2				Tá sé ina chónaí	He lives							
NYT	13	Family2				Tá sí ina cónaí	She lives							
NYT	13	Family2				Tá muid inar gcónaí	We live							
NYT	13	Family2				Tá sibh in bhur gcónaí	You live							
NYT	13	Family2				Tá siad ina gcónaí	They live							
NYT	14	Daily Routine				Músclaím ...	I wake up ...					musclum..		
NYT	14	Daily Routine				de ghnáth	usually					de greah		
NYT	14	Daily Routine				Músclaím de ghnáth thart fá leath i ndiaidh a seacht.	I usually wake up around half past seven.							
NYT	14	Daily Routine				Éirím ag a hocht.	I get up at eight.					earim..		
NYT	14	Daily Routine				Éirím ar a hocht.	I get up at eight.							
NYT	14	Daily Routine				Ním mé féin.	I wash myself.							
NYT	14	Daily Routine				Ithim mo bhricfeasta idir a hocht agus leath i ndiaidh a hocht.	I eat my breakfast between eight and half past eight.							
NYT	14	Daily Routine				Téim ag obair thart fá cheathrú go dtí a naoi.	I go to work at around a quarter to nine.							
NYT	14	Daily Routine				Téim chun na scoile ag a naoi a chlog.	I go to school at nine o'clock.							
NYT	14	Daily Routine				Cad é an t-am a n-éiríonn tú achan mhaidin?	What time do you get up every morning?							
NYT	14	Daily Routine				Cad é an t-am a dtéann tú ag obair achan mhaidin?	What time do you go to work every morning?							
NYT	14	Daily Routine				Cad é an t-am a mbíonn do dhinnéar agat?	What time do you have your dinner?							
NYT	14	Daily Routine				Bíonn mo lón agam idir a haon agus a dó.	I have my lunch between one and two.							
NYT	14	Daily Routine				Bím sa bhaile de ghnáth ag a sé.	I'm usually home at six.							
NYT	14	Daily Routine				Bíonn mo dhinnéar agam sa bhaile.	I have my dinner at home.							
NYT	14	Daily Routine				Tá mé tuirseach.	I'm tired							
NYT	14	Daily Routine				Bím tuirseach i gcónaí tráthnóna.	I am always tired in the evening							
NYT	14	Daily Routine				Tá mé mall.	I'm late							
NYT	14	Daily Routine				Bím mall i gcónaí maidin Dé luain.	I am always late on Monday morning.							
NYT	14	Daily Routine				Cad é a dhéanann tú i rith an lae?	What do you do during the day?							
NYT	14	Daily Routine				Cad é a dhéanann tú tráthnóna?	What do you do in the evening?							
NYT	14	Daily Routine				Tagaim abhaile ..	I come home ...							
NYT	14	Daily Routine				Éistim leis an raidió.	I listen to the radio.							
NYT	14	Daily Routine				Amharcaim ar an teilifís.	I watch television.							
NYT	14	Daily Routine				Téim amach.	I go out.							
NYT	14	Daily Routine				Déanaim réidh béile.	I prepare a meal.							
NYT	14	Daily Routine				Téim a luí luath.	I go to bed early.							
NYT	14	Daily Routine				An éisteann tú le ceol?	Do you listen to music?							
NYT	14	Daily Routine				Éistim.	I do (literally, I listen).							
NYT	14	Daily Routine				Ní éistim.	I don't (literally, I don't listen).							
NYT	14	Daily Routine				An dtéann tú amach go minic?	Do you go out often?							
NYT	14	Daily Routine				Téim.								
NYT	14	Daily Routine				Ní théim.								
NYT	14	Daily Routine				An éiríonn tú go luath?	Do you get up early?							
NYT	14	Daily Routine				Éirím.								
NYT	14	Daily Routine				Ní éirím.								
NYT	14	Daily Routine				A-?								
NYT	14	Daily Routine				Bím.								
NYT	14	Daily Routine				Ní bhím.								
NYT	14	Daily Routine				A-----------------------------?								
NYT	14	Daily Routine				Tagaim.								
NYT	14	Daily Routine				Ní thagaim.								
NYT	14	Daily Routine				An amharcann tú ar an teilifís?	Do you watch television?							
NYT	14	Daily Routine				Amharcaim.								
NYT	14	Daily Routine				Ní amharcaim.								
NYT	15	Location and movement 1				Cá bhfuil ...?	Where is/are ...?							
NYT	15	Location and movement 1				Cá bhfuil oifig an phoist?	Where is the post office?							
NYT	15	Location and movement 1				Cá bhfuil do charr?	Where is your car?							
NYT	15	Location and movement 1				Cá bhfuil na heochracha?	Where are the keys?							
NYT	15	Location and movement 1				... ar chlé	... on the left							
NYT	15	Location and movement 1				... ar dheis	... on the right							
NYT	15	Location and movement 1				Tá sé ansin ar chlé.	It's there on the left.							
NYT	15	Location and movement 1				Tá sé anseo ar dheis.	It's here on the right.							
NYT	15	Location and movement 1				Tá sé trasna ón siopa.	It's across from the shop.							
NYT	15	Location and movement 1				Tá sé in aice leis an chaife.	It's beside the cafe.							
NYT	15	Location and movement 1				Cá mhéad seomra atá ann?	How many rooms are in it?							
NYT	15	Location and movement 1				Tá trí sheomra ann.	It has three rooms.					If you are not sure why it is trí sheomra but ocht seomra, go back to Unit 6.		
NYT	15	Location and movement 1				Ocht seomra.	Eight rooms.							
NYT	15	Location and movement 1				Téigh suas an staighre.	Go up the stairs.							
NYT	15	Location and movement 1				Téigh síos an halla.	Go down the hall.							
NYT	15	Location and movement 1				Tiontaigh ...	Turn ...							
NYT	15	Location and movement 1				Tiontaigh ar chlé or ar dheis.	Turn left or right.							
NYT	15	Location and movement 1				an chéad doras ar chlé	the first door on the left							
NYT	15	Location and movement 1				an chéad	the first							
NYT	15	Location and movement 1				an dara	the second							
NYT	15	Location and movement 1				an tríú	the third							
NYT	15	Location and movement 1				an ceathrú	the fourth							
NYT	15	Location and movement 1				an cúigiú	the fifth							
NYT	15	Location and movement 1				an séú	the six							
NYT	15	Location and movement 1				an seachtú	the seventh							
NYT	15	Location and movement 1				an t-ochtú	the eighth							
NYT	15	Location and movement 1				an naoú	the ninth							
NYT	15	Location and movement 1				an deichiú	the tenth							
NYT	15	Location and movement 1				an tábla	the table							
NYT	15	Location and movement 1				an chaothaoir	the chair							
NYT	15	Location and movement 1				an cuisneoir	the fridge							
NYT	15	Location and movement 1				an sorn	the cooker							
NYT	15	Location and movement 1				an leaba	the bed							
NYT	15	Location and movement 1				an teilifíseán	the television							
NYT	15	Location and movement 1				an prios	the press							
NYT	15	Location and movement 1				an cuirtíní	the curtains							
NYT	15	Location and movement 1				an brat urláir	the carpet							
NYT	15	Location and movement 1				Cá gcuirfidh mé é seo?	Where will I put this?							
NYT	15	Location and movement 1				Cá gcuirfidh mé iad seo?	Where will I put these?							
NYT	15	Location and movement 1				Cuir thall ansin é.	Put it over there.							
NYT	15	Location and movement 1				Cuir sa chistin é.	Put it in the kitchen.							
NYT	15	Location and movement 1				Cuir sa seomra folctha é.	Put it in the bathroom.							
NYT	15	Location and movement 1				Ar an tábla.	On the table.							
NYT	15	Location and movement 1				Tá mé i mo chónaí i mBaile Átha Cliath.	I live in Dublin.							
NYT	15	Location and movement 1				sa chistin	in the kitchen							
NYT	15	Location and movement 1				sa gharáiste	in the garage							Sa adds a séimhiú to words beginning with a consonant (except d, n, t, l, and s):
NYT	15	Location and movement 1				sa chuisneoir	in the fridge							
NYT	15	Location and movement 1				sa phrios	in the press							
NYT	15	Location and movement 1				sa siopa	in the shop							
NYT	15	Location and movement 1				sa teach	in the house							
NYT	15	Location and movement 1				san oifig	in the office					And san is used before words beginning with a vowel:		
NYT	15	Location and movement 1				san ionad spóirt	in the sports centre							
NYT	15	Location and movement 1				Téigh suas ...	Go up ...							
NYT	15	Location and movement 1				Téigh síos ...	Go down ...							
NYT	15	Location and movement 1				Téigh amach ...	Go out ...							
NYT	15	Location and movement 1				Téigh isteach ...	Go in ...							
NYT	15	Location and movement 1				thuas	up							
NYT	15	Location and movement 1				thíos ...	down							
NYT	15	Location and movement 1				(taobh) amuigh	outside							
NYT	15	Location and movement 1				(taobh) istigh ...	inside							
BBC	1	Feelings				Tá … orm.	I have … on me							
BBC	1	Feelings				Tá áthas orm.	I am happy.							
BBC	1	Feelings				áthas	happy					ahas		
BBC	1	Feelings				brón	sad							
BBC	1	Feelings				tuirse	tired					tur-sha		
BBC	1	Feelings				eagla	afraid					ugla		
BBC	1	Feelings				imní	anxious / worried					imnee		
BBC	1	Feelings				iontas / ionadh	surprised					untas		
BBC	1	Feelings				fearg	angry					farig		
BBC	1	Feelings				uaigneas	lonely					wegniss		
BBC	1	Feelings				sceitimíní	excited					scet-chim-in-yee		
BBC	1	Feelings				náire	embarrassed					ny-ya		
BBC	1	Feelings				Tá áthas orm.	I am happy.							
BBC	1	Feelings				Tá áthas ort.	You are happy.							
BBC	1	Feelings				Tá áthas air.	He is happy.							
BBC	1	Feelings				Tá áthas uirthi.	She is happy.							
BBC	1	Feelings				Tá áthas orainn.	We are happy.							
BBC	1	Feelings				Tá áthas oraibh.	You are happy. (plural)							
BBC	1	Feelings				Tá áthas orthu.	They are happy.							
BBC	1	Feelings				Tá áthas ar Mháire.	Máire is happy.							
BBC	1	Feelings				Tá áthas ar m'athair.	My father is happy.							
BBC	1	Feelings				Tá áthas ar na cailíní.	The girls are happy.							
BBC	2	Personal Traits				Na bunrudaí	The basics							
BBC	2	Personal Traits				sloinne	surname							
BBC	2	Personal Traits				Súile	eyes							
BBC	2	Personal Traits				gruaig	hair							
BBC	2	Personal Traits				Tréithe fisicúla	Physical traits							
BBC	2	Personal Traits				Cén aois thú?	What is your age?							
BBC	2	Personal Traits				>Tá mé $AGE d'aois.	I am $AGE of age.							
BBC	2	Personal Traits				Tá cuma óg orm do m'aois	I appear young for my age							
BBC	2	Personal Traits				Tá cuma shean orm do m'aois	I appear old for my age							
BBC	2	Personal Traits				Cén dath atá ar do chuid gruaige?	What colour is your hair?							
BBC	2	Personal Traits				Tá mo chuid gruaige...	My hair is...					Ta mo hudge grooiga..		
BBC	2	Personal Traits				Tá dath $COLOUR ar mo chuid gruaige	My hair is $COLOUR							
BBC	2	Personal Traits				Cén dath atá ar do shúile?	What colour are your eyes?							
BBC	2	Personal Traits				Tá mo shúile...	My eyes are...					Ta mo hula..		
BBC	2	Personal Traits				Níl mo shúile...	My eyes are not...					Neel mo hula..		
BBC	2	Personal Traits				...fosta	...as well					fosta		
BBC	2	Personal Traits				an bhfuil do shúile $COLOUR?	Are your eyes $COLOUR?							
BBC	2	Personal Traits				ard	tall					aird		
BBC	2	Personal Traits				beag	small					beug? or bug?		
BBC	2	Personal Traits				tanaí	slim					tany		
BBC	2	Personal Traits				ramhar	fat					rawer		
BBC	2	Personal Traits				óg	young					owg		
BBC	2	Personal Traits				sean	old					shan		
BBC	2	Personal Traits				láidir	strong					ladger		
BBC	2	Personal Traits				lag	weak					lawg		
BBC	2	Personal Traits				díreach	straight					Jiroch		
BBC	2	Personal Traits				catach	curly					catack		
BBC	2	Personal Traits				fada	long					fada		
BBC	2	Personal Traits				gairid	short							
BBC	2	Personal Traits				fionn	blonde					finn		
BBC	2	Personal Traits				rua	red/ginger							
BBC	2	Personal Traits				Tá mé maol	I am bald							
BBC	2	Personal Traits				Tá féasóg orm	I have a beard							
BBC	2	Personal Traits				Caithim spéaclaí	I wear glasses							
BBC	3	Personality Traits				Na bunrudaí	The basics							
BBC	3	Personality Traits				Tréithe pearsanta	Personality traits							
BBC	3	Personality Traits				Cén sórt duine thú?	What type of person are you?							
BBC	3	Personality Traits				Déan cur síos ort féin maidir le tréithe pearsantachta.	Describe your personality traits.							
BBC	3	Personality Traits				Déan cur síos ort féin	Describe yourself							
BBC	3	Personality Traits				Maidir le tréithe pearsantachta,	As regards personality traits,							
BBC	3	Personality Traits				Tá mé ...	I am ...							
BBC	3	Personality Traits				Níl mé ...	I am not ...							
BBC	3	Personality Traits				thig liom a bheith ...	I can be ...							
BBC	3	Personality Traits				sílim go bhfuil mé ...	I think that I am ...							
BBC	3	Personality Traits				sílim nach bhfuil mé ...	I think that I am not ...							
BBC	3	Personality Traits				Is duine spórtúil mé	I am a sporty person							
BBC	3	Personality Traits				síleann mo chairde go bhfuil mé maith ag an chamógaíocht	my friends think I am good at Camogie							
BBC	3	Personality Traits				Is fearr liom bheith ag canadh agus bheith ag éisteacht leis an raidió agus le ceol.	I prefer to sing and to listen to the radio and music.							
BBC	3	Personality Traits				cainteach	chatty							
BBC	3	Personality Traits				ciúin	quiet							
BBC	3	Personality Traits				cairdiúil	friendly							
BBC	3	Personality Traits				míchairdiúil	unfriendly							
BBC	3	Personality Traits				dícheallach	hard-working							
BBC	3	Personality Traits				falsa	lazy							
BBC	3	Personality Traits				greannmhar	funny							
BBC	3	Personality Traits				faiteach	shy / timid							
BBC	3	Personality Traits				ceanndána	headstrong / stubborn							
BBC	3	Personality Traits				cróga	brave							
BBC	3	Personality Traits				deas	nice							
BBC	3	Personality Traits				cliste	clever							
BBC	3	Personality Traits				bómánta	stupid							
BBC	3	Personality Traits				spórtúil	sporty							
BBC	3	Personality Traits				aibí	mature							
BBC	3	Personality Traits				mí-aibí	immature							
BBC	3	Personality Traits				neamhspleách	independent							
BBC	3	Personality Traits				Léigh an sliocht agus freagair fíor nó bréagach.	Read the passage and answer true or false.							
BBC	4	Dates				Maidin	morning							
BBC	4	Dates				ar Maidin	in the morning							
BBC	4	Dates				Tráthnóna	evening					tranoana		may be afternon in some dialects
BBC	4	Dates				iarnóin	afternoon					tranoana		may be only in some dialects
BBC	4	Dates				Oíche	night.							
BBC	4	Dates				inné	yesterday					in-ay		
BBC	4	Dates				aréir	last night					a-rare		
BBC	4	Dates				anocht	tonight					anokt		
BBC	4	Dates				amárach	tomorrow					amwarach		
BBC	4	Dates				inniu	today							
BBC	4	Dates				anois	now							
BBC	4	Dates				arú inné	the day before							
BBC	4	Dates				an tseachtain seo caite	last week (the week just past)							
BBC	4	Dates				bliain ó shin	a year ago							
BBC	4	Dates				anuraidh	last year							
BBC	4	Dates				an mhí seo caite	month just past							
BBC	4	Dates				an samhradh seo caite	last summer (summer just past)							
BBC	4	Dates				cúpla bomaite ó shin	couple of minutes ago							
BBC	4	Dates				lá	day					laa		
BBC	4	Dates				Seachtain	week					shak-tin		
BBC	4	Dates				Mí	month					me		
BBC	4	Dates				bliain	year					blane		
BBC	4	Dates				Leathanta na Seachtaine	days of the week							
BBC	4	Dates				An Luan	Monday					An loo-in		
BBC	4	Dates				An Mháirt	Tuesday					an Wharch		
BBC	4	Dates				An Chéadaoin	Wednesday					an Kayd-een		
BBC	4	Dates				An Déardaoin	Thursday					an Gerard-een		
BBC	4	Dates				An Aoine	Friday					Ann Eenya		
BBC	4	Dates				An Sathairn	Saturday					An Sa-hurn		
BBC	4	Dates				An Domhnach	Sunday					Ann Doe-nac		
BBC	4	Dates				Dé Luain	on Monday					je luan		
BBC	4	Dates				Dé Máirt	on Tuesday					je mwarch		
BBC	4	Dates				Dé Céadaoin	on Wednesday					je ceadine		
BBC	4	Dates				Déardaoin	on Thursday					jeardine		
BBC	4	Dates				Dé hAoine	on Friday					je heanya		
BBC	4	Dates				Dé Sathairn	on Saturday					je sahern		
BBC	4	Dates				Dé Domhnaigh	on Sunday					je doughny		
BBC	4	Dates				Cad é an lá atá ann innui?	What day is it today?							
BBC	4	Dates				Innui an Luan	Today is Monday							
BBC	4	Dates				Cén lá den tseachtain is fearr leat?	Which day of the week do you prefer?							
BBC	4	Dates				Is fearr liom...	I prefer							
BBC	4	Dates				Is maith liom ... ach is fearr liom...	I like ... but I prefer...							
BBC	4	Dates				Eanáir	January					Anar		
BBC	4	Dates				Feabhra	February					Feaohra		
BBC	4	Dates				Márta	March					Maarta		
BBC	4	Dates				Aibreán	April					Ehbran		
BBC	4	Dates				Bealtaine	May					Balltinya		
BBC	4	Dates				Meitheamh	June					Mayhiv		
BBC	4	Dates				Iúil	July					ool		
BBC	4	Dates				Lúnasa	August					loonasa		
BBC	4	Dates				Meán Fómhair	September					man fowar		
BBC	4	Dates				Deireadh Fómhair	October					jeroo fowar		
BBC	4	Dates				Samhain	November					Saaw-in		
BBC	4	Dates				Nollaig	December					Nollig		
BBC	4	Dates				An t-earrach atá ann.	It is spring.							
BBC	4	Dates				An samhradh atá ann.	It is summer.							
BBC	4	Dates				An fómhar atá ann.	It is autumn.							
BBC	4	Dates				An geimhreadh atá ann.	It is winter.							
BBC	5	Colours				dath	colour					deh		
BBC	5	Colours				dathanna	colours							
BBC	5	Colours				Cén dath is fearr leat?	What is your favourite colour?							
BBC	5	Colours				Is fearr liom …	My favourite colour is …							
BBC	5	Colours				Cén dath atá ar…	What colour is… ?							
BBC	5	Colours				Tá dath … air / uirthi.	It is…/Colour is...							
BBC	5	Colours				geal	bright							
BBC	5	Colours				dorcha	dark					durcha		
BBC	5	Colours				bán	white					bawn		
BBC	5	Colours				bándearg > bhándearg	pink					ban dearg		
BBC	5	Colours				glas	green							
BBC	5	Colours				corca	purple							
BBC	5	Colours				donn	brown							
BBC	5	Colours				buí	yellow							
BBC	5	Colours				liath	grey					lea		
BBC	5	Colours				dubh	black					doo (ULSTER)/dove		
BBC	5	Colours				gorm	blue							
BBC	5	Colours				dearg	red					djar-ig		
BBC	5	Colours				cnódhonn	hazel							
BBC	5	Colours				oráiste	orange					orawsht-eh		
BBC	5	Colours				órga	gold							
BBC	6	Family				Daoine eile sa teaghlach	Other people in the family							
BBC	6	Family				Conaím le mo mhamaí / mo dhaidí.	I live with my Mum / my Dad.							
BBC	6	Family				Conaíonn mo sheanmháthair linn.	Our grandmother lives with us.							
BBC	6	Family				Cá mhéad deartháir atá agat?	How many brothers do you have?							
BBC	6	Family				Tá deartháir amháin agam.	I have one brother.							
BBC	6	Family				Tá beirt / triúr / ceathrar / cúigear deartháir atá agam.	I have two / three / four / five brothers.							
BBC	6	Family				Cá mhéad deirfiúr atá agat?	How many sisters do you have?							
BBC	6	Family				Tá deirfiúr amháin agam.	I have one sister.							
BBC	6	Family				Tá beirt / triúr / ceathrar / cúigear deirfiúr atá agam.	I have one / two / three / four / five sisters.							
BBC	6	Family				Níl deartháir nó deirfiúr atá agam.	I don't have any brothers or sisters.							
BBC	6	Family				Is páiste aonair mé.	I'm an only child.							
BBC	6	Family				Is leathchúpla mé.	I'm a twin.							
BBC	6	Family				Cad é an t-ainm atá air / uirthi?	What is his / her name?							
BBC	6	Family				… an t-ainm atá air / uirthi.	… is his / her name.							
BBC	7	My House				Cén sórt tí atá agat?	What sort of house do you have?							
BBC	7	My House				Tá … agam.	I have a _____.							
BBC	7	My House				Is … é.	It's a _____.							
BBC	7	My House				teach dhá urlár	two-storey house							
BBC	7	My House				bungaló	bungalow							
BBC	7	My House				árasán	apartment							
BBC	7	My House				teach leathscoite	semi-detached house							
BBC	7	My House				teach scoite	detached house							
BBC	7	My House				teach sraithe	terrace housing							
BBC	7	My House				teachín	cottage							
BBC	7	My House				teach feirme	farmhouse							
BBC	7	My House				carbhán	caravan							
BBC	7	My House				caisleán	castle							
BBC	7	My House				Cá mhéad seomra atá i do theach?	How many rooms are in your house?							
BBC	7	My House				Tá … seomra i mo theach.	There are _____ rooms in my house.							
BBC	7	My House				I mo theach, tá … ann.	In my house, there is (a) … there.							
BBC	7	My House				Thuas staighre, tá…	Upstairs. there is…							
BBC	7	My House				Thíos staighre, tá…	Downstairs, there is…							
BBC	7	My House				Áiteanna i mo theach	Places in my house							
BBC	7	My House				an chistin	the kitchen							
BBC	7	My House				an seomra leapa / codlata	the bedroom							
BBC	7	My House				an seomra folctha	the bathroom							
BBC	7	My House				an seomra bia	the dining room							
BBC	7	My House				an seomra suí	the sitting room							
BBC	7	My House				an halla (iontrála)	the (entrance) hall							
BBC	7	My House				an leithreas	the toilet							
BBC	7	My House				an seomra staidéir	the study							
BBC	7	My House				an seomra gréine / grianán	the sun room / conservatory							
BBC	7	My House				staighre	stairs							
BBC	7	My House				seomra	room							
BBC	7	My House				dhá sheomra	two rooms							
BBC	7	My House				trí sheomra	three rooms							
BBC	7	My House				ceithre sheomra	four rooms							
BBC	7	My House				cúig sheomra	five rooms							
BBC	7	My House				sé sheomra	six rooms							
BBC	7	My House				seacht seomra	seven rooms							
BBC	7	My House				ocht seomra	eight rooms							
BBC	7	My House				naoi seomra	nine rooms							
BBC	7	My House				deich seomra	ten rooms							
BBC	7	My House				aon seomra dhéag	eleven rooms							
BBC	8	Hobbies and Interests				Caithimh aimsire	Pastimes							
BBC	8	Hobbies and Interests				Spóirt agus aclaíocht	Sports and exercise							
BBC	8	Hobbies and Interests				Spóirt eile	Other sports							
BBC	8	Hobbies and Interests				Siamsaíocht agus cultúr	Entertainment and culture							
BBC	8	Hobbies and Interests				peil Ghaelach	Gaelic football							
BBC	8	Hobbies and Interests				sacar	soccer							
BBC	8	Hobbies and Interests				rugbaí	rugby							
BBC	8	Hobbies and Interests				eitpheil	volleyball							
BBC	8	Hobbies and Interests				snámh	swimming							
BBC	8	Hobbies and Interests				leadóg	tennis							
BBC	8	Hobbies and Interests				dornálaíocht	boxing							
BBC	8	Hobbies and Interests				rothaíocht	cycling							
BBC	8	Hobbies and Interests				reathaíocht	running							
BBC	8	Hobbies and Interests				dreapadóireacht	climbing							
BBC	8	Hobbies and Interests				líonpheil	netball							
BBC	8	Hobbies and Interests				cispheil	basketball							
BBC	8	Hobbies and Interests				iománaíocht / iomáint	hurling							
BBC	8	Hobbies and Interests				camógaíocht	camogie							
BBC	8	Hobbies and Interests				cluiche corr	rounders							
BBC	8	Hobbies and Interests				liathróid láimhe	handball							
BBC	8	Hobbies and Interests				marcaíocht capail	horseriding							
BBC	8	Hobbies and Interests				aclaíocht	athletics							
BBC	8	Hobbies and Interests				damhsa Gaelach	Irish dancing							
BBC	8	Hobbies and Interests				sciáil	skiing							
BBC	8	Hobbies and Interests				scátáil	skating							
BBC	8	Hobbies and Interests				clársciáil	snowboarding							
BBC	8	Hobbies and Interests				surfáil	surfing							
BBC	8	Hobbies and Interests				seoltóireacht	sailing							
BBC	8	Hobbies and Interests				iascaireacht	fishing							
BBC	8	Hobbies and Interests				ceol	music							
BBC	8	Hobbies and Interests				damhsa / rince	dance							
BBC	8	Hobbies and Interests				péinteáil	painting							
BBC	8	Hobbies and Interests				drámaíocht	theatre							
BBC	8	Hobbies and Interests				teilifís	TV							
BBC	8	Hobbies and Interests				ealaíona agus ceardaíocht	arts and crafts							
BBC	8	Hobbies and Interests				cluichí ríomhaire	computer games							
BBC	8	Hobbies and Interests				cluichí cláir	board games							
BBC	8	Hobbies and Interests				raidió	radio							
BBC	8	Hobbies and Interests				Cad iad na caithimh aimsire atá agat?	What pastimes do you have?							
BBC	8	Hobbies and Interests				Cad iad na súimeanna atá agat?	What interests do you have?							
BBC	8	Hobbies and Interests				Is maith liom …	I like …							
BBC	8	Hobbies and Interests				Ní maith liom …	I don't like …							
BBC	8	Hobbies and Interests				Ní miste liom …	I don't mind …							
BBC	8	Hobbies and Interests				Is breá liom …	I love …							
BBC	8	Hobbies and Interests				Is fuath liom …	I hate …							
BBC	8	Hobbies and Interests				Is fearr liom…	I prefer …							
BBC	8	Hobbies and Interests				Tá suim / spéis agam i / sa…	I have an interest in…							
BBC	8	Hobbies and Interests				Caithim a lán ama…	I spend a lot of time…							
BBC	8	Hobbies and Interests				Is maith liom a bheith ag déanamh…	I like to be doing…							
BBC	8	Hobbies and Interests				Éistim le ceol.	I listen to music.							
BBC	8	Hobbies and Interests				Amharcaim ar an teilifís.	I watch TV.							
BBC	8	Hobbies and Interests				Téim go dtí an phictiúrlann.	I go to the cinema.							
BBC	8	Hobbies and Interests				Imrím cluichí ríomhaire.	I play computer games.							
BBC	8	Hobbies and Interests				Déanaim cócaráil.	I cook.							
BBC	8	Hobbies and Interests				Seinnim m'uirlis i mbanna ceoil.	I play my instrument in a music group.							
BBC	8	Hobbies and Interests				Ligim mo scíth.	I relax.							
BBC	9	Pets and Animal				An bhfuil peata agat?	Do you have a pet?							
BBC	9	Pets and Animal				Tá peata agam.	I do have a pet.							
BBC	9	Pets and Animal				Níl peata agam.	I don't have a pet.							
BBC	9	Pets and Animal				Cén t-ainm atá air/uirthi?	What's his/her name?							
BBC	9	Pets and Animal				Pangur an t-ainm atá air/uirthi.	What's his/her name?							
BBC	9	Pets and Animal				Cén sórt peata é/í?	What type of pet is he/she?							
BBC	9	Pets and Animal				Is … é/í.	He/she's a …							
BBC	9	Pets and Animal				Is madadh é.	He's a dog.							
BBC	9	Pets and Animal				Is cat í.	She's a cat.							
BBC	9	Pets and Animal				Tá $ANIMAL agam.	I have a $ANIMAL.							
BBC	9	Pets and Animal				madadh	dog							
BBC	9	Pets and Animal				cat	cat							
BBC	9	Pets and Animal				coinín	rabbit							
BBC	9	Pets and Animal				hamstar	hamster							
BBC	9	Pets and Animal				capall	horse							
BBC	9	Pets and Animal				iasc órga	goldfish							
BBC	9	Pets and Animal				nathair	snake							
BBC	9	Pets and Animal				toirtís	tortoise							
BBC	9	Pets and Animal				muc ghuine	guinea pig							
BBC	9	Pets and Animal				pearóid	parrot							
BBC	9	Pets and Animal				Ar an fheirm								
BBC	9	Pets and Animal				muc	pig							
BBC	9	Pets and Animal				bó	cow							
BBC	9	Pets and Animal				cearc	hen							
BBC	9	Pets and Animal				asal	donkey							
BBC	9	Pets and Animal				caora	sheep							
BBC	9	Pets and Animal				gabhar	goat							
BBC	9	Pets and Animal				Ag an zú								
BBC	9	Pets and Animal				tíogar	tiger							
BBC	9	Pets and Animal				eilifint	elephant							
BBC	9	Pets and Animal				srónbheannach	rhino							
BBC	9	Pets and Animal				rón	seal							
BBC	9	Pets and Animal				síota	cheetah							
BBC	9	Pets and Animal				moncaí	monkey							
BBC	9	Pets and Animal				piongain	penguin							
BBC	9	Pets and Animal				leon	lion							
BBC	10	Celebrations and Festivals				Lá na Bliana Úire	New Year's Day (1st January)							
BBC	10	Celebrations and Festivals				Lá Fhéile Bríde	St. Brigid's Day (1st February)							
BBC	10	Celebrations and Festivals				Máirt Inide	Shrove Tuesday							
BBC	10	Celebrations and Festivals				Lá Fhéile Vailintín	Valentine's Day (14th February)							
