program	episode	topic	topic2	type	group	irish	meaning	practice_ideas	s_p	m_f	literal_meaning	phonetic	sound	info
NYT	9	GIVING ORDERS AND INSTRUCTIONS		SENTENCE		tá sibh mall	you're late		p					
NYT	9	GIVING ORDERS AND INSTRUCTIONS		SENTENCE		bean éigin	some woman					ban ay-gan		
NYT	9	GIVING ORDERS AND INSTRUCTIONS		SENTENCE		Coimhéad tú féin	Look out yourself							
NYT	10	Family1		WORD		fear	man					faar		
NYT	10	Family1		WORD		an fhear	the man					an aar		???
NYT	10	Family1		WORD		fir	men							
NYT	10	Family1		WORD		bean	woman					ban		
NYT	10	Family1		WORD		an bhean	the woman					an van		Feminine noun needs lenited
NYT	10	Family1		WORD		mná	women					mnaw?		
NYT	10	Family1		WORD		céile	spouse					kayla		
NYT	10	Family1		WORD		fear céile	husband				man spouse	far kayla		
NYT	10	Family1		WORD		bean chéile	wife				woman spouse	ban hayla		
NYT	10	Family1		WORD		teaghlach	family (as a whole including parents)					chay-la		
NYT	10	Family1		WORD		an teaghlach	the family (as a whole including parents)					an chay-la		
NYT	10	Family1		WORD		cuid	part					cudge		
NYT	10	Family1		WORD		cuid a haon	part one							
NYT	10	Family1		SENTENCE		Tá mé pósta.	I'm married.					taa meh pawsta		
NYT	10	Family1		SENTENCE		Níl mé pósta.	I'm not married.					nil meh pawsta		
NYT	10	Family1		SENTENCE		Tá mé singil.	I'm single.							
NYT	10	Family1		SENTENCE		Tá mé geallta.	I'm engaged.					...galta		
NYT	10	Family1		SENTENCE		Tá mé scartha	I'm separated					taa meh scarha		
NYT	10	Family1		SENTENCE		Tá mé scartha ó mo bhean (chéile).	I'm separated from my wife.					o mo van hayla		
NYT	10	Family1		SENTENCE		Tá mé scartha ó m'fhear (céile).	I'm separated from my husband.					o mar kayla		
NYT	10	Family1		SENTENCE		Is baintreach mé.	I'm a widow/widower.					is bantrack (thoaty ck) meh		
NYT	10	Family1		QUESTION		An bhfuil tú pósta?	Are you married?							
NYT	10	Family1		QUESTION		An bhfuil tusa pósta?	Are *you* married?							
NYT	10	Family1		QUESTION		An bhfuil tu féin pósta?	Are you married yourself?							
NYT	10	Family1		SENTENCE		Tá.	Yes.							
NYT	10	Family1		SENTENCE		Níl.	No.							
NYT	10	Family1		SENTENCE		Níl go fóill.	Not yet.							
NYT	10	Family1		WORD		páiste	child					peh-steh		
NYT	10	Family1		WORD		páistí	children					peh-stee		
NYT	10	Family1		QUESTION		An bhfuil clann agat?	Have you children?		s					
NYT	10	Family1		QUESTION		An bhfuil clann agaibh?	Have you children?		p					
NYT	10	Family1		QUESTION		An bhfuil clann agat féin?	Have you children yourself?							
NYT	10	Family1		QUESTION		An bhfuil páistí agat?	Have you children?		s					
NYT	10	Family1		QUESTION		An bhfuil páistí agaibh?	Have you children?		p					
NYT	10	Family1		SENTENCE		Tá.	Yes.							
NYT	10	Family1		SENTENCE		Níl.	No.							
NYT	10	Family1		SENTENCE		Tá clann agam.	I have children.							
NYT	10	Family1		SENTENCE		Tá clann againn.	We have children.							
NYT	10	Family1		WORD		mac	a son							
NYT	10	Family1		WORD		iníon	a daughter							
NYT	10	Family1		SENTENCE		Tá mac agam.	I have a son.							
NYT	10	Family1		SENTENCE		Tá iníon agam.	I have a daughter.							
NYT	10	Family1		SENTENCE		Níl clann ar bith agam.	I have no children at all.							
NYT	10	Family1		SENTENCE		Níl clann ar bith againn.	We have no children at all.							
NYT	10	Family1		SENTENCE		Níl páistí ar bith agam.	I have no children at all.							
NYT	10	Family1		SENTENCE		Níl páistí ar bith againn.	We have no children at all.							
NYT	10	Family1		SENTENCE		Tá mé ag súil le páiste.	I'm expecting a child.							
NYT	10	Family1		SENTENCE		Tá mé ag súil le leanbh.	I'm expecting a baby.					..ag sool le lanoo		
NYT	10	Family1		SENTENCE		Tá mé torrach.	I'm pregnant.							
NYT	10	Family1		WORD		ticéad (thieéad)	ticket					ticid(hicid)		
NYT	10	Family1		WORD		cailín	girl					cal-een		
NYT	10	Family1		WORD		cailíní	girls					cal-eeny		
NYT	10	Family1		WORD		girseach	girl							
NYT	10	Family1		WORD		girseachaí	girls							
NYT	10	Family1		WORD		buachaill	boy					bohill or byu-kal (throaty k)		
NYT	10	Family1		WORD		buachaillí	boys					bohilly or byu-kali (throaty k)		
NYT	10	Family1		WORD		gasúr	boy							
NYT	10	Family1		WORD		gasúraí	boys							
NYT	10	Family1		QUESTION		Cad é mar atá do chlann?	How are your children?		s					
NYT	10	Family1		QUESTION		Cad é mar atá do chuid páistí?	How are your children?							
NYT	10	Family1		QUESTION		Cad é mar atá do chlannsa?	How are *your* children?							
NYT	10	Family1		QUESTION		Cad é mar atá do chuid *páistíse*?	How are *your* children?							
NYT	10	Family1		QUESTION		Tá siad go maith	They are good.							
NYT	10	Family1		WORD		mo	my							
NYT	10	Family1		WORD		do	your							
NYT	10	Family1		WORD		a	his							
NYT	10	Family1		WORD		a	her							
NYT	10	Family1		WORD		ár	our							
NYT	10	Family1		WORD		bhur	your							
NYT	10	Family1		WORD		a	their							
NYT	10	Family1		WORD		mo mhac	my son							
NYT	10	Family1		WORD		do mhac	your son							
NYT	10	Family1		WORD		m'iníon	my daughter							
NYT	10	Family1		WORD		a iníon	his/her/their daughter							
NYT	10	Family1		WORD		bhur n-iníon	your daughter		p					
NYT	10	Family1		WORD		do mháthair	your mother							
NYT	10	Family1		WORD		d'athair	you father							
NYT	10	Family1		WORD		a hathair	her father							
NYT	10	Family1		WORD		ár n-athair	our father							
NYT	10	Family1		WORD		a n-athair	their father							
NYT	10	Family1		WORD		a bhean	his woman?							
NYT	10	Family1		WORD		a fear	her man							
NYT	10	Family1		WORD		ár bpáistí	our children							
NYT	10	Family1		WORD		bhur gclann	your clan/children							
NYT	10	Family1		WORD		a bpáistí	their children							
NYT	10	Family1		WORD		mo chlann	my clan/children							
NYT	10	Family1		WORD		do chlann	your children							
NYT	10	Family1		WORD		mo mhacsa	*my* son							
NYT	10	Family1		WORD		do mhacsa	*your* son							
NYT	10	Family1		WORD		do mháthairse	*your* mother							
NYT	10	Family1		WORD		d'iníonsa	*your* daughter							
NYT	10	Family1		QUESTION		Cá mhéad páiste atá agat?	How many children have you?					Ca vhead pawstee ataa agat?		Note that the singular form of the noun is used after Cá mhéad?
NYT	10	Family1		QUESTION		Cá mhéad cáilín atá agat?	How many girls have you?							
NYT	10	Family1		QUESTION		Cá mhéad duine?	How many people?							
NYT	10	Family1		WORD		lón inniu	lunch today					loan in-nu		
NYT	10	Family1		WORD		meánlae	midday							
NYT	10	Family1		WORD		an chéad Aibreán	first of april					an chid A-ibrin		
NYT	10	Family1		WORD	NUM_PEOPLE	duine amháin	one (person)					dinye awan		
NYT	10	Family1		WORD	NUM_PEOPLE	beirt	two (people)					birch		
NYT	10	Family1		WORD	NUM_PEOPLE	triúr	three (people)					true-er		
NYT	10	Family1		WORD	NUM_PEOPLE	ceathrar	four (people)					cah-rer		
NYT	10	Family1		WORD	NUM_PEOPLE	cúigear	five (people)					cooiger		
NYT	10	Family1		WORD	NUM_PEOPLE	seisear	six (people)					shesher		
NYT	10	Family1		WORD	NUM_PEOPLE	seachtar	seven (people)					shocktar		
NYT	10	Family1		WORD	NUM_PEOPLE	ochtar	eight (people)					oktar		
NYT	10	Family1		WORD	NUM_PEOPLE	naonúr	nine (people)					neenar		
NYT	10	Family1		WORD	NUM_PEOPLE	deichniúr	ten (people)					djenur		
NYT	10	Family1		WORD	NUM_CHILDREN	páiste amháin	one child					dinye awan		
NYT	10	Family1		WORD	NUM_CHILDREN	beirt pháistí	two children					birch		
NYT	10	Family1		WORD	NUM_CHILDREN	triúr páistí	three children					true-er		
NYT	10	Family1		WORD	NUM_CHILDREN	ceathrar páistí	four children					cah-rer		
NYT	10	Family1		WORD	NUM_CHILDREN	cúigear páistí	five children					cooiger		
NYT	10	Family1		WORD	NUM_CHILDREN	seisear páistí	six children					shesher		
NYT	10	Family1		WORD	NUM_CHILDREN	seachtar páistí	seven children					shocktar		
NYT	10	Family1		WORD	NUM_CHILDREN	ochtar páistí	eight children					oktar		
NYT	10	Family1		WORD	NUM_CHILDREN	naonúr páistí	nine children					neenar		
NYT	10	Family1		WORD	NUM_CHILDREN	deichniúr páistí	ten children					djenur		
NYT	10	Family1		WORD	NUM_SONS	mac amháin	one son							
NYT	10	Family1		WORD	NUM_SONS	beirt mhac	two sons							
NYT	10	Family1		WORD	NUM_SONS	triúr mac	three sons							
NYT	10	Family1		WORD	NUM_DAUGHTERS	triúr iníonacha	three daughters							
NYT	10	Family1		WORD	NUM_DAUGHTERS	seisear iníonacha	six girls							
NYT	10	Family1		WORD	NUM_BOYS	ceathrar buachaillí	four boys							
NYT	10	Family1		WORD	NUM_GIRLS	beirt chailíní	two girls							
NYT	10	Family1		WORD	NUM_GIRLS	cúigear cailíní	five girls							
NYT	10	Family1		SENTENCE		Tá $NUM_CHILDREN agam.	I have $NUM_CHILDREN.							
NYT	10	Family1		SENTENCE		Tá $NUM_SONS agam.	I have $NUM_SONS.							
NYT	10	Family1		SENTENCE		Tá $NUM_DAUGHTERS agam.	I have $NUM_DAUGHTERS.							
NYT	10	Family1		SENTENCE		Tá $NUM_BOYS agam.	I have $NUM_BOYS.							
NYT	10	Family1		SENTENCE		Tá $NUM_GIRLS agam.	I have $NUM_GIRLS.							
NYT	10	Family1		NOUN	SCHOOL_TYPE	scoil	school					skull		
NYT	10	Family1		NOUN	SCHOOL_TYPE	naíonra	playschool					neenra		
NYT	10	Family1		NOUN	SCHOOL_TYPE	naíscoil	nursery school					nee-skull		
NYT	10	Family1		NOUN	SCHOOL_TYPE	bunscoil	primary school					bun-skull		
NYT	10	Family1		NOUN	SCHOOL_TYPE	meánscoil	secondary school					man-skull		
NYT	10	Family1		NOUN	SCHOOL_TYPE	ollscoil	university					ol-skull		
NYT	10	Family1		TEMPLATE		Tá $NUM_PEOPLE acu sa naíonra.	$NUM_PEOPLE of them is in playschool.					.. sa neenra		
NYT	10	Family1		TEMPLATE		Tá $NUM_PEOPLE acu ar an scoil.	$NUM_PEOPLE of them are at school.							
NYT	10	Family1		TEMPLATE		Tá $NUM_PEOPLE acu ar an naíscoil.	$NUM_PEOPLE of them are at nursery school.							
NYT	10	Family1		TEMPLATE		Tá $NUM_PEOPLE acu ar an bhunscoil.	$NUM_PEOPLE of them are at primary school.							
NYT	10	Family1		TEMPLATE		Tá $NUM_PEOPLE acu ar an mheánscoil.	$NUM_PEOPLE of them are at secondary school.							
NYT	10	Family1		TEMPLATE		Tá $NUM_PEOPLE acu ar an ollscoil.	$NUM_PEOPLE of them are at university.							
NYT	10	Family1		SENTENCE		Tá sé sa naíonra	He is in the playschool.					...ar an whunskull		
NYT	10	Family1		SENTENCE		Tá Síle ar an scoil.	Síle is at school.					...ar an whunskull		
NYT	10	Family1		SENTENCE		Tá Síle ar an naíscoil.	Síle is at nursery school.					...ar an whunskull		
NYT	10	Family1		SENTENCE		Tá Síle ar an bhunscoil.	Síle is at primary school.					...ar an whunskull		
NYT	10	Family1		SENTENCE		Tá Aodh ar an mheánscoil.	Aodh is at secondary school.					...vanskull???		
NYT	10	Family1		SENTENCE		Tá Nóra ar an ollscoil.	Nóra is at university.					..ol-skull		
NYT	11	SAYING WHAT YOU DID		NOUN		seachtain	week							
NYT	11	SAYING WHAT YOU DID		NOUN		deireadh	end							
NYT	11	SAYING WHAT YOU DID		WORD		an deireadh seachtaine	the weekend							
NYT	11	SAYING WHAT YOU DID		WORD	RECENT_PERIODS	ag an deireadh seachtaine	at the weekend							
NYT	11	SAYING WHAT YOU DID		WORD	RECENT_PERIODS	inniú	today							
NYT	11	SAYING WHAT YOU DID		WORD	RECENT_PERIODS	inné	yesterday							
NYT	11	SAYING WHAT YOU DID		WORD	RECENT_PERIODS	arú inné	the day before yesterday					aroo inyay		
NYT	11	SAYING WHAT YOU DID		WORD	RECENT_PERIODS	aréir	last night					a-rare		
NYT	11	SAYING WHAT YOU DID		WORD	RECENT_PERIODS	arú aréir	the night before last							
NYT	11	SAYING WHAT YOU DID		WORD	RECENT_PERIODS	maidin inné	yesterday morning							
NYT	11	SAYING WHAT YOU DID		WORD	RECENT_PERIODS	maidin inniú	this morning							
NYT	11	SAYING WHAT YOU DID		NOUN		bainis	wedding (ceremony)							
NYT	11	SAYING WHAT YOU DID		WORD		Ag rothaíocht	cycling							
NYT	11	SAYING WHAT YOU DID		NOUN		scannán	film							
NYT	11	SAYING WHAT YOU DID		NOUN		ceolchoirm	concert							
NYT	11	SAYING WHAT YOU DID		NOUN		coirm cheoil	concert							
NYT	11	SAYING WHAT YOU DID		NOUN		mí	month					mee (vee)		
NYT	11	SAYING WHAT YOU DID		PHRASE		trí mhí	three months							
NYT	11	SAYING WHAT YOU DID		NOUN		liathróid	ball					La-hridge		
NYT	11	SAYING WHAT YOU DID		WORD		Ag aisteoireacht	acting							
NYT	11	SAYING WHAT YOU DID		PHRASE		Cá háit?	Where?					Ca hatch?		
NYT	11	SAYING WHAT YOU DID		PHRASE		Cá háit a ndeachaigh* tú?	Where did you go?		s			Ca hatch a dja-ha too?		
NYT	11	SAYING WHAT YOU DID		PHRASE		Cá háit a ndeachaigh* sibh?	Where did you go?		p			Ca hatch a dja-ha shiv $RECENT_PERIODS?		
NYT	11	SAYING WHAT YOU DID		TEMPLATE		Cá háit a ndeachaigh* tú $RECENT_PERIODS?	Where did you go $RECENT_PERIODS?					Ca hatch a dja-ha too $RECENT_PERIODS?		* The n at the beginning of this word is not pronounced in the Ulster dialect.
NYT	11	SAYING WHAT YOU DID		PHRASE		Cad é a rinne tú $RECENT_PERIODS?	What did you do $RECENT_PERIODS?					Ca jay rin too $RECENT_PERIODS?		
NYT	11	SAYING WHAT YOU DID		VERB		imir	play							
NYT	11	SAYING WHAT YOU DID		TEMPLATE		D'imir $PRONOUNS	$PRONOUNS played					Jimir $PRONOUNS		
NYT	11	SAYING WHAT YOU DID		PHRASE		D'imir mé cispheil.	I played basketball.					Djimir meh kish-fell		
NYT	11	SAYING WHAT YOU DID		PHRASE		D'imir mé leadóg	I played tennis.					Djimir meh la-dog		
NYT	11	SAYING WHAT YOU DID		VERB		amharc	watch							
NYT	11	SAYING WHAT YOU DID		TEMPLATE		D'amharc $PRONOUNS	$PRONOUNS watched					Dark $PRONOUNS		
NYT	11	SAYING WHAT YOU DID		PHRASE		D'amharc mé ar fhíseáin.	I watched videos.					dark meh ar eesh-aan		
NYT	11	SAYING WHAT YOU DID		PHRASE		D'amharc mé an teilifís.	I watched the television.					dark meh an telefish		
NYT	11	SAYING WHAT YOU DID		PHRASE		D'amharc mé scannán.	I watched a film.					dark meh scannan		
NYT	11	SAYING WHAT YOU DID		VERB		éist	listen to 							
NYT	11	SAYING WHAT YOU DID		TEMPLATE		D'eist $PRONOUNS	$PRONOUNS listened							
NYT	11	SAYING WHAT YOU DID		PHRASE		D'éist mé le dlúthdhioscaí.	I listened to CDs.					djeest meh le dluduskee		
NYT	11	SAYING WHAT YOU DID		PHRASE		D'éist mé le ceol.	I listened to music.					djeest meh le cyol		
NYT	11	SAYING WHAT YOU DID		VERB		ól	drink							
NYT	11	SAYING WHAT YOU DID		TEMPLATE		D'ól $PRONOUNS	$PRONOUNS drink					doll $PRONOUNS		
NYT	11	SAYING WHAT YOU DID		PHRASE		D'ól mé cúpla deoch.	I had a few drinks.					dol meh coupla jaw		
NYT	11	SAYING WHAT YOU DID		PHRASE		D'ól mé cúpla pionta.	I had a few pints.					dol meh coupla pinta		
NYT	11	SAYING WHAT YOU DID		PHRASE		Caithfidh mé labhairt leat inniu	I need to see you today					chiffy me lorch leat innyou		
NYT	11	SAYING WHAT YOU DID		VERB		suigh	sit					shees		
NYT	11	SAYING WHAT YOU DID				suigh síos	sit down					see shees		
NYT	11	SAYING WHAT YOU DID				shuigh $PRONOUNS	$PRONOUNS sat					hee $PRONOUNS		
NYT	11	SAYING WHAT YOU DID				shuigh $PRONOUNS síos	$PRONOUNS sat down					hee $PRONOUNS shees		
NYT	11	SAYING WHAT YOU DID		VERB		druid	close					dridge		
NYT	11	SAYING WHAT YOU DID				dhruid $PRONOUNS	$PRONOUNS closed					hridge $PRONOUNS		
NYT	11	SAYING WHAT YOU DID				dhruid $PRONOUNS an doras	$PRONOUNS closed the door					Hridge $PRONOUNS the door		
NYT	11	SAYING WHAT YOU DID		VERB		fan	wait					fan		
NYT	11	SAYING WHAT YOU DID		TEMPLATE		d'fhan $PRONOUNS	$PRONOUNS waited					Dan $PRONOUNS		
NYT	11	SAYING WHAT YOU DID		TEMPLATE		bhí $PRONOUNS	$PRONOUNS was					Vee $PRONOUNS		
NYT	11	SAYING WHAT YOU DID		PHRASE		Bhí mé ag bainis.	I was at a wedding.					vee me ag bannish		
NYT	11	SAYING WHAT YOU DID		PHRASE		Bhí mé i nDoire $RECENT_PERIODS	I was in Derry $RECENT_PERIODS					vee me in nirra $RECENT_PERIODS		
NYT	11	SAYING WHAT YOU DID		TEMPLATE		rinne $PRONOUNS	$PRONOUNS did/made					Rinn $PRONOUNS		
NYT	11	SAYING WHAT YOU DID		PHRASE		rinne $PRONOUNS an dinnéar	$PRONOUNS made the dinner							
NYT	11	SAYING WHAT YOU DID		TEMPLATE		chuala $PRONOUNS	$PRONOUNS heard					(throaty) cwilla $PRONOUNS		
NYT	11	SAYING WHAT YOU DID		PHRASE		Chuala $PRONOUNS ceol	$PRONOUNS heard music							
NYT	11	SAYING WHAT YOU DID		TEMPLATE		dúirt $PRONOUNS	$PRONOUNS said					doortch $PRONOUNS		
NYT	11	SAYING WHAT YOU DID		TEMPLATE		fuair $PRONOUNS	$PRONOUNS got					foo-er $PRONOUNS		
NYT	11	SAYING WHAT YOU DID		TEMPLATE		d'ith $PRONOUNS	$PRONOUNS ate					dgee $PRONOUNS		
NYT	11	SAYING WHAT YOU DID		PHRASE		D'ith $PRONOUNS dinnéar	$PRONOUNS ate dinner							
NYT	11	SAYING WHAT YOU DID		TEMPLATE		chonaic $PRONOUNS	$PRONOUNS saw					(throaty) honic $PRONOUNS		
NYT	11	SAYING WHAT YOU DID		TEMPLATE		chonaic mé Brian inné	I saw Brian today					(throaty) honic		
NYT	11	SAYING WHAT YOU DID		TEMPLATE		chonaic mé Síle $DAYS_OF_WEEK	I saw Sheila on $DAYS_OF_WEEK					(throaty) honic		
NYT	11	SAYING WHAT YOU DID		TEMPLATE		thug $PRONOUNS	$PRONOUNS gave					hug $PRONOUNS		
NYT	11	SAYING WHAT YOU DID		TEMPLATE		chuaigh $PRONOUNS	$PRONOUNS went					who-e $PRONOUNS		
NYT	11	SAYING WHAT YOU DID		PHRASE		Chuaigh mé ag snámh.	I went swimming.					wheh meh a sna-o		
NYT	11	SAYING WHAT YOU DID		PHRASE		Chuaigh mé ag siúl.	I went walking.					wheh meh a shool		
NYT	11	SAYING WHAT YOU DID		PHRASE		Chuaigh mé chuig bainis.	I went to a wedding.					wheh meh a bawnish		
NYT	11	SAYING WHAT YOU DID		PHRASE		Chuaigh muid ag rothaíocht.	We went cycling.					wheh mwidgh ag ro-he-ocht (ro-he-art>>)		
NYT	11	SAYING WHAT YOU DID		PHRASE		Chuaigh mé ag iascaireacht	I went fishing							
NYT	11	SAYING WHAT YOU DID		PHRASE		Chuaigh mé féin agus Sinead ag rothaíocht.	Myself and Sinead went cycling.							
NYT	11	SAYING WHAT YOU DID		PHRASE		Chuaigh mé go Béal Feirste ag siopadóireacht.	I went to Belfast shopping.							
NYT	11	SAYING WHAT YOU DID		PHRASE		Chuaigh mé go dtí an siopa	I went to the shop							
NYT	11	SAYING WHAT YOU DID		PHRASE		Chuaigh mé chuig cluiche peile	I went to a football match					...clooha pella??		
NYT	11	SAYING WHAT YOU DID		PHRASE		Chuaigh mé chuig an dochtúir.	I went to the doctor.							
NYT	11	SAYING WHAT YOU DID		PHRASE		Chuaigh mé chuig dráma.	I went to a play.							
NYT	11	SAYING WHAT YOU DID		PHRASE		Chuaigh mé go dtí an leabharlann.	I went to the library							
NYT	11	SAYING WHAT YOU DID		PHRASE		chuaigh mé go dtí an t-aerfort	i went to the airport							
NYT	11	SAYING WHAT YOU DID		TEMPLATE		rug $PRONOUNS ar	$PRONOUNS caught					rug $PRONOUNS ar		
NYT	11	SAYING WHAT YOU DID		PHRASE		Rug $PRONOUNS liathróid	$PRONOUNS caught a ball							
NYT	11	SAYING WHAT YOU DID		TEMPLATE		tháinig $PRONOUNS	$PRONOUNS came					hanig $PRONOUNS		
NYT	11	SAYING WHAT YOU DID		PHRASE		Tháinig Máirín tráthnóna Dé Sathairn	Máirín came on Saturday evening							
NYT	11	SAYING WHAT YOU DID		TEMPLATE		Chuir $PRONOUNS	$PRONOUNS sent							
NYT	11	SAYING WHAT YOU DID		PHRASE		Chuir mé litir chuig Anna.	I sent a letter to Anna.							
NYT	11	SAYING WHAT YOU DID		TEMPLATE		Chaith $PRONOUNS	$PRONOUNS threw							
NYT	11	SAYING WHAT YOU DID		PHRASE		Chaith sé cnámh chuig an mhadadh.	He threw a bone to the dog.							
NYT	11	SAYING WHAT YOU DID		WORD	DAYS_OF_WEEK	Dé Luain	Monday					je luan		
NYT	11	SAYING WHAT YOU DID		WORD	DAYS_OF_WEEK	Dé Máirt	Tuesday					je mwarch		
NYT	11	SAYING WHAT YOU DID		WORD	DAYS_OF_WEEK	Dé Céadaoin	Wednesday					je ceadine		
NYT	11	SAYING WHAT YOU DID		WORD	DAYS_OF_WEEK	Déardaoin	Thursday					jeardine		
NYT	11	SAYING WHAT YOU DID		WORD	DAYS_OF_WEEK	Dé hAoine	Friday					je heanya		
NYT	11	SAYING WHAT YOU DID		WORD	DAYS_OF_WEEK	Dé Sathairn	Saturday					je sahern		
NYT	11	SAYING WHAT YOU DID		WORD	DAYS_OF_WEEK	Dé Domhnaigh	Sunday					je doughny		
NYT	11	SAYING WHAT YOU DID		PHRASE		maidin $DAYS_OF_WEEK	$DAYS_OF_WEEK morning							
NYT	11	SAYING WHAT YOU DID		PHRASE		tráthnóna $DAYS_OF_WEEK	$DAYS_OF_WEEK evening							
NYT	11	SAYING WHAT YOU DID		PHRASE		oíche Luain	Monday night							
NYT	11	SAYING WHAT YOU DID		PHRASE		oíche Mháirt	Tuesday night							
NYT	11	SAYING WHAT YOU DID		PHRASE		oíche Chéadaoin	Wednesday night							
NYT	11	SAYING WHAT YOU DID		PHRASE		oíche Dhéardaoin	Thursday night							
NYT	11	SAYING WHAT YOU DID		PHRASE		oíche Aoine	Friday night							
NYT	11	SAYING WHAT YOU DID		PHRASE		oíche Shathairn	Saturday night							
NYT	11	SAYING WHAT YOU DID		PHRASE		oíche Dhomhnaigh	Sunday night							
NYT	11	SAYING WHAT YOU DID		PHRASE		Cá huair?	When?							
NYT	11	SAYING WHAT YOU DID		PHRASE		Cá huair a chuaigh tú go Leitir Ceanainn?	When did you go to Letterkenny?							
NYT	11	SAYING WHAT YOU DID		PHRASE		Cén lá a chuaigh tú go Leitir Ceanainn?	What/which day did you go to Letterkenny?							
NYT	11	SAYING WHAT YOU DID		PHRASE		Cé a bhí leat?	Who was with you?					kay vee lat?		
NYT	11	SAYING WHAT YOU DID		PHRASE		Cé a chuaigh leat?	Who went with you?					Kay who-e lat?		
NYT	11	SAYING WHAT YOU DID		PHRASE		Cé a bhí ag an disco leat?	Who was with you at the disco?					kay vee ag an disco lat?		
NYT	11	SAYING WHAT YOU DID		NOUN		cara	friend							
NYT	11	SAYING WHAT YOU DID		NOUN		cairde	friends							
NYT	11	SAYING WHAT YOU DID		PHRASE		Mo chara	My friend.							
NYT	11	SAYING WHAT YOU DID		PHRASE		Mo chara Liam	My friend Liam							
NYT	11	SAYING WHAT YOU DID		PHRASE		Mo chairde	My friends							
NYT	11	SAYING WHAT YOU DID		PHRASE		Ar bhain tú sult as?	Did you enjoy it?					Ar win tu sult ass?		
NYT	11	SAYING WHAT YOU DID		PHRASE		Ar bhain tú sult as an dráma?	Did you enjoy the play?					Ar win tu sult ass an drama?		
NYT	11	SAYING WHAT YOU DID		PHRASE		Ar bhain tú sult as an deireadh seachtaine?	Did you enjoy the weekend?							
NYT	11	SAYING WHAT YOU DID		PHRASE		Bhain.	Yes (I did).					win		
NYT	11	SAYING WHAT YOU DID		PHRASE		Níor bhain.	No (I didn't).					near win		
NYT	11	SAYING WHAT YOU DID		PHRASE		Bhain mé sult as.	I enjoyed it.					win meh sult as		
NYT	11	SAYING WHAT YOU DID		PHRASE		Bhain mé an-sult as.	I really enjoyed it.					win meh an-sult as		
NYT	11	SAYING WHAT YOU DID		PHRASE		go hArd Mhacha	to Armagh							
NYT	11	SAYING WHAT YOU DID		PHRASE		go dtí an banc	to the bank							
NYT	11	SAYING WHAT YOU DID		PHRASE		chuig dráma	to a play							
NYT	11	SAYING WHAT YOU DID		PHRASE		Chífidh mé maidin Dé hAoine tú	I'll see you on Friday morning							
NYT	11	SAYING WHAT YOU DID		PHRASE		Thart fá leath i ndiaidh a hocht	Around half past 8							
NYT	11	SAYING WHAT YOU DID		PHRASE		Beidh mé ag obair inniu	I will be working today					bay may ag obar nyou		
NYT	11	SAYING WHAT YOU DID		PHRASE		Beidh mé ag bualadh leis	I will be meeting him					bay may ag bwayla lesh		
